cwnd, ssthresh, congestionEvent, no, time, source, destination, protocol, length, tcp_segment_len, tcp_delta, tcp_flags, tcp_ack, tcp_seq, tcp_window_size, info
3,3,0,6121,8.024982,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8087542,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6122,8.024983,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8089002,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6123,8.024983,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8090462,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6124,8.024984,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8091922,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6125,8.024984,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8093382,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6126,8.024985,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8094842,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6127,8.028727,"192.168.10.196","192.168.10.184",6,54,0,0.003742,0x0010,7906502,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=7906502 Win=212992 Len=0"
6,3,0,6128,8.028819,"192.168.10.184","192.168.10.196",6,1514,1460,0.000092,0x0010,1,8096302,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,6129,8.028820,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8097762,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6130,8.028820,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8099222,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6131,8.028821,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8100682,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6132,8.028821,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8102142,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6133,8.028822,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8103602,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6134,8.028822,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8105062,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6135,8.028823,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8106522,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6136,8.028823,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8107982,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,6137,8.029497,"192.168.10.196","192.168.10.184",6,54,0,0.000674,0x0010,7929862,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=7929862 Win=212992 Len=0"
7,3,1,6138,8.029580,"192.168.10.184","192.168.10.196",6,1514,1460,0.000083,0x0010,1,8109442,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6139,8.029580,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8110902,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6140,8.029581,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8112362,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6141,8.029581,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8113822,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6142,8.029582,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8115282,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6143,8.029582,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8116742,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6144,8.029583,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8118202,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6145,8.029583,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8119662,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6146,8.029584,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8121122,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6147,8.029584,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8122582,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6148,8.029585,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8124042,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6149,8.029585,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8125502,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6150,8.029586,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8126962,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6151,8.029586,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8128422,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6152,8.029586,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8129882,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6153,8.029587,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8131342,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,6154,8.032190,"192.168.10.196","192.168.10.184",6,54,0,0.002603,0x0010,7960522,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=7960522 Win=212992 Len=0"
7,3,1,6155,8.032265,"192.168.10.184","192.168.10.196",6,1514,1460,0.000075,0x0010,1,8132802,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6156,8.032265,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8134262,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6157,8.032265,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8135722,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6158,8.032266,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8137182,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6159,8.032266,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8138642,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6160,8.032267,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8140102,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6161,8.032267,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8141562,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6162,8.032267,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8143022,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6163,8.032268,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8144482,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6164,8.032268,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8145942,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6165,8.032268,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8147402,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6166,8.032269,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8148862,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6167,8.032269,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8150322,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6168,8.032270,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8151782,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6169,8.032270,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8153242,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6170,8.032270,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8154702,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6171,8.032271,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8156162,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6172,8.032271,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8157622,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6173,8.032271,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8159082,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6174,8.032272,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8160542,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6175,8.032272,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8162002,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6176,8.032950,"192.168.10.196","192.168.10.184",6,54,0,0.000678,0x0010,8002862,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=8002862 Win=212992 Len=0"
4,3,0,6177,8.033038,"192.168.10.184","192.168.10.196",6,1514,1460,0.000088,0x0010,1,8163462,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6178,8.033038,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8164922,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,6179,8.033038,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8166382,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,6180,8.033039,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8167842,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6181,8.033039,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8169302,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6182,8.033040,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8170762,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6183,8.033040,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8172222,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6184,8.033041,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8173682,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6185,8.033041,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8175142,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6186,8.033041,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8176602,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6187,8.033042,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8178062,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6188,8.033042,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8179522,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6189,8.033042,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8180982,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6190,8.033043,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8182442,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6191,8.033043,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8183902,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6192,8.033043,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8185362,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6193,8.033044,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8186822,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6194,8.033044,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8188282,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6195,8.033044,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8189742,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6196,8.033045,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8191202,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6197,8.033045,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8192662,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6198,8.033046,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8194122,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6199,8.033046,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8195582,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6200,8.033046,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8197042,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6201,8.033047,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8198502,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6202,8.033047,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8199962,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6203,8.033047,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8201422,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6204,8.033048,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8202882,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6205,8.033048,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8204342,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6206,8.033393,"192.168.10.196","192.168.10.184",6,54,0,0.000345,0x0010,8020382,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=8020382 Win=212992 Len=0"
5,3,0,6207,8.033444,"192.168.10.184","192.168.10.196",6,1514,1460,0.000051,0x0010,1,8205802,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,6208,8.033445,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8207262,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,6209,8.033445,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8208722,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6210,8.033445,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8210182,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6211,8.033445,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8211642,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6212,8.033446,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8213102,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6213,8.033446,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8214562,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6214,8.033446,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8216022,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6215,8.033447,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8217482,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6216,8.033447,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8218942,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6217,8.033447,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8220402,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6218,8.033448,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8221862,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6219,8.035418,"192.168.10.196","192.168.10.184",6,54,0,0.001970,0x0010,8026222,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=8026222 Win=212992 Len=0"
5,3,0,6220,8.035455,"192.168.10.184","192.168.10.196",6,1514,1460,0.000037,0x0010,1,8223322,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,6221,8.035456,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8224782,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,6222,8.035456,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8226242,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6223,8.035456,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8227702,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6224,8.038241,"192.168.10.196","192.168.10.184",6,54,0,0.002785,0x0010,8056882,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=8056882 Win=212992 Len=0"
5,3,0,6225,8.038300,"192.168.10.184","192.168.10.196",6,1514,1460,0.000059,0x0010,1,8229162,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,6226,8.038301,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8230622,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,6227,8.038301,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8232082,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6228,8.038301,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8233542,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6229,8.038302,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8235002,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6230,8.038302,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8236462,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6231,8.038302,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8237922,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6232,8.038303,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8239382,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6233,8.038303,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8240842,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6234,8.038303,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8242302,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6235,8.038304,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8243762,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6236,8.038304,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8245222,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6237,8.038304,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8246682,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6238,8.038305,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8248142,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6239,8.038305,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8249602,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6240,8.038305,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8251062,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6241,8.038306,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8252522,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6242,8.038306,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8253982,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6243,8.038306,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8255442,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6244,8.038306,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8256902,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6245,8.038307,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8258362,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6246,8.102351,"192.168.10.196","192.168.10.184",6,54,0,0.064044,0x0010,8071482,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=8071482 Win=212992 Len=0"
6,3,0,6247,8.102498,"192.168.10.184","192.168.10.196",6,1514,1460,0.000147,0x0010,1,8259822,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,6248,8.102499,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8261282,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6249,8.102499,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8262742,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6250,8.102500,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8264202,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6251,8.102501,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8265662,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6252,8.102501,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8267122,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6253,8.102502,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8268582,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6254,8.102503,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8270042,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6255,8.102503,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8271502,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6256,8.102504,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8272962,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6257,8.102505,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8274422,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6258,8.143306,"192.168.10.196","192.168.10.184",6,54,0,0.040801,0x0010,8072942,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=8072942 Win=212992 Len=0"
5,3,0,6259,8.143409,"192.168.10.184","192.168.10.196",6,1514,1460,0.000103,0x0010,1,8275882,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,6260,8.144013,"192.168.10.196","192.168.10.184",6,54,0,0.000604,0x0010,8078782,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=8078782 Win=212992 Len=0"
7,3,0,6261,8.144134,"192.168.10.184","192.168.10.196",6,1514,1460,0.000121,0x0010,1,8277342,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
8,3,1,6262,8.144135,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8278802,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,4,0,6263,8.144136,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8280262,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,4,0,6264,8.144136,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8281722,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,4,0,6265,8.144954,"192.168.10.196","192.168.10.184",6,54,0,0.000818,0x0010,8096302,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=8096302 Win=212992 Len=0"
7,4,0,6266,8.145108,"192.168.10.184","192.168.10.196",6,1514,1460,0.000154,0x0010,1,8283182,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
8,4,1,6267,8.145108,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8284642,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,4,0,6268,8.145109,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8286102,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,4,0,6269,8.145110,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8287562,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,4,0,6270,8.145110,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8289022,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,4,1,6271,8.145111,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8290482,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6272,8.145112,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8291942,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6273,8.145113,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8293402,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6274,8.145113,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8294862,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,6275,8.145114,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8296322,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6276,8.145115,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8297782,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6277,8.145115,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8299242,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,6278,8.145790,"192.168.10.196","192.168.10.184",6,54,0,0.000675,0x0010,8109442,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=8109442 Win=212992 Len=0"
6,3,0,6279,8.145928,"192.168.10.184","192.168.10.196",6,1514,1460,0.000138,0x0010,1,8300702,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,6280,8.145929,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8302162,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,6281,8.145930,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,8303622,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,6282,8.145930,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,8305082,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
