cwnd, ssthresh, congestionEvent, no, time, source, destination, protocol, length, tcp_segment_len, tcp_delta, tcp_flags, tcp_ack, tcp_seq, tcp_window_size, info
7,3,0,2001,3.048110,"192.168.10.184","192.168.10.196",6,1514,1460,0.000043,0x0010,1,2698118,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
8,3,1,2002,3.048111,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2699578,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,4,0,2003,3.048112,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2701038,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,4,0,2004,3.048113,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2702498,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,4,0,2005,3.048113,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2703958,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,4,1,2006,3.048114,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2705418,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2007,3.048115,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2706878,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2008,3.048116,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2708338,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2009,3.048116,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2709798,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2010,3.048117,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2711258,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2011,3.048118,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2712718,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2012,3.048118,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2714178,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2013,3.048119,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2715638,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2014,3.048120,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2717098,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2015,3.048121,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2718558,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2016,3.048121,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2720018,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2017,3.048122,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2721478,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2018,3.048123,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2722938,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2019,3.048124,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2724398,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2020,3.048124,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2725858,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2021,3.048125,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2727318,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2022,3.048126,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2728778,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2023,3.048126,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2730238,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2024,3.048127,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2731698,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2025,3.048128,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2733158,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2026,3.048129,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2734618,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2027,3.048129,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2736078,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2028,3.048130,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2737538,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2029,3.048131,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2738998,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2030,3.048132,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2740458,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2031,3.048132,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2741918,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2032,3.048133,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2743378,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2033,3.048227,"192.168.10.184","192.168.10.196",6,1514,1460,0.000094,0x0010,1,2744838,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2034,3.048227,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2746298,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2035,3.048228,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2747758,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2036,3.048229,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2749218,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2037,3.048230,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2750678,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2038,3.048231,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2752138,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2039,3.048231,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2753598,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2040,3.050300,"192.168.10.196","192.168.10.184",6,54,0,0.002069,0x0010,2563798,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=2563798 Win=212992 Len=0"
5,3,0,2041,3.050485,"192.168.10.184","192.168.10.196",6,1514,1460,0.000185,0x0010,1,2755058,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,2042,3.050486,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2756518,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,2043,3.050486,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2757978,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2044,3.050487,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2759438,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2045,3.050488,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2760898,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2046,3.050489,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2762358,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2047,3.050489,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2763818,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2048,3.050490,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2765278,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2049,3.050491,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2766738,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2050,3.050491,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2768198,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2051,3.050492,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2769658,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2052,3.050493,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2771118,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2053,3.050493,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2772578,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2054,3.050494,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2774038,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,2055,3.051332,"192.168.10.196","192.168.10.184",6,54,0,0.000838,0x0010,2581318,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=2581318 Win=212992 Len=0"
7,3,1,2056,3.051477,"192.168.10.184","192.168.10.196",6,1514,1460,0.000145,0x0010,1,2775498,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2057,3.051478,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2776958,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2058,3.051479,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2778418,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2059,3.051480,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2779878,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2060,3.051480,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2781338,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2061,3.051481,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2782798,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2062,3.051481,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2784258,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2063,3.051482,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2785718,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2064,3.051483,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2787178,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2065,3.051483,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2788638,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2066,3.051484,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2790098,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2067,3.051485,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2791558,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,2068,3.053873,"192.168.10.196","192.168.10.184",6,54,0,0.002388,0x0010,2601758,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=2601758 Win=212992 Len=0"
7,3,1,2069,3.054029,"192.168.10.184","192.168.10.196",6,1514,1460,0.000156,0x0010,1,2793018,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2070,3.054030,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2794478,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2071,3.054030,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2795938,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2072,3.054031,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2797398,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2073,3.054032,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2798858,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2074,3.054032,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2800318,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2075,3.054033,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2801778,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2076,3.054034,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2803238,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2077,3.054034,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2804698,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2078,3.054035,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2806158,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2079,3.054036,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2807618,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2080,3.054036,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2809078,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2081,3.054037,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2810538,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2082,3.054038,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2811998,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2083,3.054735,"192.168.10.196","192.168.10.184",6,54,0,0.000697,0x0010,2619278,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=2619278 Win=212992 Len=0"
5,3,0,2084,3.054887,"192.168.10.184","192.168.10.196",6,1514,1460,0.000152,0x0010,1,2813458,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,2085,3.054888,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2814918,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,2086,3.054889,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2816378,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2087,3.054889,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2817838,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2088,3.054890,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2819298,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2089,3.054891,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2820758,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2090,3.054892,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2822218,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2091,3.054892,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2823678,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2092,3.054893,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2825138,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2093,3.054894,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2826598,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,2094,3.054894,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2828058,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2095,3.054895,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2829518,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,2096,3.055006,"192.168.10.196","192.168.10.184",6,54,0,0.000111,0x0010,2623658,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=2623658 Win=212992 Len=0"
5,3,0,2097,3.055060,"192.168.10.184","192.168.10.196",6,1514,1460,0.000054,0x0010,1,2830978,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,2098,3.055060,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2832438,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,2099,3.055061,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2833898,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,2100,3.161290,"192.168.10.196","192.168.10.184",6,54,0,0.106229,0x0010,2638258,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=2638258 Win=212992 Len=0"
4,3,0,2101,3.161433,"192.168.10.184","192.168.10.196",6,1514,1460,0.000143,0x0010,1,2835358,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,2102,3.161433,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,2836818,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,2103,3.161434,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2838278,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,2104,3.161435,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,2839738,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
